骠	baa
嬍	mnia
燘	mhia
躾	msou
楳	mmei
攟	jfoe
攟	mfoe
凂	qdua
挴	mfue
痗	mbue
跊	mzee
鬽	mguu
煝	mhai
睸	mmai
韎	wwee
韎	mwee
眛	mmee
祙	mnee
抺	mfee
沬	mdee
毎	mmue
黣	mhue
笷	mpu
蓩	mcao
蓩	wcao
髳	mba
鶜	mnei
夘	wxai
戼	yhue
緢	mjei
渵	mdei
軞	mcue
酕	myue
堥	mtao
蠎	mcei
匁	qbuo
毜	hmiu
毝	cmuu
枆	mmue
牦	lnue
唜	mviu
庅	mgua
嚒	mkoe
濹	mdia
嚰	mkoe
苺	mcaa
栂	mmaa
么	ysua
癦	ybia
呅	wkoe
呅	mkoe
铆	ljua
眊	mmue
冃	mkee
皃	mbua
芼	mcue
冐	mqia
覒	mmia
媢	mnia
鄚	mvei
愗	mxao
暓	mqao
楙	mmao
毷	mmia
玣	mwoe
篃	mpai
蝞	mcai
嚜	mkia
椚	mmia
閅	mmei
菛	mcia
璊	mwei
穈	mhoe
暪	mqei
掹	mfai
擝	mfi
冡	mgee
庬	mgeu
庬	pgeu
罞	mzao
莔	mcia
甿	mtoe
萠	mcua
蕄	mcia
蝱	mwai
鄳	mmai
鄸	mvei
幪	mjei
懞	mlei
濛	mdei
獴	mqei
曚	mqei
氋	mmei
矇	mmei
礞	msei
鯍	mvoe
雺	mvao
雺	wvao
虋	mcui
溕	mdoa
鯭	mvai
鼆	mmoa
鹲	mnei
矒	mmei
靀	mvei
饛	msei
顭	hyei
儚	mrei
橗	mmei
瓾	mwue
侎	mrou
沵	mdua
洣	mdou
渳	mdae
葞	mcae
蝆	ycie
蝆	mcie
蔝	mcia
銤	mjou
峚	mseu
祕	mnoa
祕	bnoa
宻	mgao
眫	mmou
粎	mmae
沕	wdua
沕	mdua
瀰	mdae
孊	mnoe
灖	mdoe
擟	mfeu
麊	mmoe
镾	mzeu
醾	myoe
醿	myoe
鸍	mneu
釄	myoe
麛	mlae
麛	nlae
爢	mloe
戂	mloe
攠	mfoe
瓕	mwae
蘼	ncoe
瞇	mmou
冞	mgou
夣	mwao
懜	mlei
霥	mvoa
霿	mvao
踎	mzeu
祢	nnua
袮	mnue
蒾	mcou
詸	myou
飅	lfei
鰡	lvua
熮	lhao
罶	lzua
橮	lmua
羀	ltia
嬼	lnua
蹓	lzua
霤	lvua
雡	lzao
飂	lfao
鬸	ltei
翏	lvuo
塯	ltua
廇	lgua
澑	ldei
磟	lsao
昽	lqeu
眬	lmeu
驑	lmei
瓼	lwia
甅	lweu
囖	lkue
屸	hsei
竜	nlia
湰	ldua
嶐	lsai
槞	lmoe
漋	ldai
蕯	lcai
篭	lpoe
巃	lsoe
巄	lsoe
鏧	ljei
霳	lvai
爖	lhoe
蠪	llei
蠬	lcoe
龓	lleu
豅	lluo
躘	lzoe
鑨	ljoe
靇	lvoe
驡	llei
鸗	llui
孁	lvia
蘦	lceo
櫺	lmeo
醽	lyeo
炩	lhuo
爧	lheo
麢	lleo
龗	lleo
阾	lvuo
袊	lnuo
閝	lmuo
沠	lduu
畄	lxia
裗	lnoe
媹	lnua
嵧	lsua
旈	lfoe
留	dtua
駠	lmua
鹠	lnua
橊	lmei
璢	lwei
疁	ltao
镠	ljao
癅	lbei
蟉	lcao
駵	lmeu
嚠	lkua
懰	llua
蒥	lcua
蓅	lcoo
畱	ltei
瑠	lwua
飗	lfua
瑬	lwoo
藰	lcua
磂	lsua
栁	lmua
桞	lmua
珋	lwua
桺	lmee
麍	lloe
鐂	ljei
鸰	lnuo
婈	lnei
崚	lsei
掕	lfei
狑	lquo
昤	lquo
朎	lvuo
皊	lbuo
砱	lsuo
秢	lhuo
竛	lluo
坽	ltuo
夌	ltuo
姈	lnuo
刢	lluo
岺	lsuo
彾	lcuo
躙	lzia
轥	lcei
橉	lmou
甐	lwou
僯	lrou
蹸	lzou
鹷	lluo
燯	lheo
霛	lvae
霝	lvia
齢	lnou
瀮	ldeo
蔆	lcoo
輘	lcei
霊	lvee
駖	lmuo
澪	ldeo
蕶	lceo
錂	ljei
霗	lvoo
魿	lvuo
衑	lcuo
祾	lnei
詅	lyuo
跉	lzuo
軨	lcuo
蓤	lcoe
裬	lnei
琌	lwia
笭	lpu
紷	ljuo
舲	lzuo
閵	lmui
疄	ltou
焛	lmou
癛	lboe
癝	bboe
顲	lyou
恡	lluo
悋	lloe
赁	rbu
澟	ldoe
撛	lfou
驎	lmou
壣	ltei
瀶	ldei
鏻	ljou
菻	lcei
亃	lzou
崊	lsei
惏	llei
鱲	lvaa
厸	lsao
犣	lnaa
晽	lqei
粦	lmua
痳	mbei
痳	lbei
碄	lsei
箖	lpei
斴	ljou
暽	lqou
燐	lhou
璘	lwou
隣	lvou
潾	ldou
獜	lqou
繗	ljou
翷	lvou
麐	lloe
嬚	lnoe
摙	lfei
槤	lmei
羷	lyuo
蘝	lcuo
歛	lquo
鄻	lvee
浰	ldue
堜	ltei
媡	lnei
湅	ldei
萰	lcei
僆	lrei
稴	lhou
澰	lduo
錬	ljei
蹥	lzei
謰	lyei
鎌	ljou
磏	qsou
磏	lsou
聨	lvaa
聫	lvaa
譧	lyoe
鬑	lbou
籢	lpuo
籨	lpuo
梿	lmea
匲	lkeu
熑	lhou
覝	ljee
劆	lloe
匳	lkuo
噒	lkou
濓	ldoe
縺	ljei
翴	lvei
聮	lvaa
薕	lcoe
螊	lcou
櫣	lmei
燫	lhoe
隷	ltee
鴗	llui
巁	lseu
檪	lmui
濿	ldeu
儮	lreu
曞	lqeu
櫔	lmeu
爄	lheu
犡	lneu
禲	lneu
蠇	lcei
攊	lfeu
瓅	lwui
爏	lheu
瓑	lweu
皪	lbui
盭	lmaa
亷	llua
嗹	lkei
慩	llei
溓	ldou
歷	lneu
嫾	lnou
鱱	lveu
靋	lvoo
瓈	lwue
欐	lmei
讈	lyeu
轣	lceu
攭	lfaa
瓥	lgeu
磿	lcue
癧	lbeu
礰	lseu
鷅	pnei
鷅	lnei
麜	llei
囇	lkei
攦	lfei
髎	lgao
飉	lfeu
尦	lbua
炓	lhoo
爒	lxua
镽	lzeu
尞	lxeu
毟	lmiu
挘	lfiu
埓	ltuo
屪	lsoo
廫	lgua
簝	lpeu
蟟	lceu
豂	lbuo
賿	lbao
蹘	lzao
爎	lhoo
璙	lweu
窷	lxei
膫	lveu
暸	lqeu
竂	lxeu
鬛	lbui
鄝	lvao
煭	llaa
睙	lmoa
聗	lveu
巤	lzia
颲	lfeu
儠	lraa
鮤	lveu
鴷	lneu
擸	lfa
浖	lduo
烮	lheu
猟	lqoo
脟	lvuo
蛚	lceu
茢	lceu
迾	lleu
獉	zqee
槇	dmua
殝	zdee
瑧	jwee
碪	zsei
禛	znei
潧	zdou
薽	zcei
錱	zjee
轃	zcee
鍖	cjei
鍼	zjeu
籈	zpei
籈	jpei
鱵	zvue
屒	zseu
眞	zbua
敒	zria
桭	zmeu
酙	zyoo
寊	zgie
葴	xceu
葴	zceu
遉	zlie
搸	zfee
蒖	zcei
抮	zfuo
駗	zmuo
嫃	znei
縥	zjee
辴	zcia
辴	ccia
鬒	zbei
黰	zhei
圳	ctui
鉁	zjuo
靕	zqei
樼	zmae
澵	qdoe
姫	jnei
弫	zgei
昣	zquo
眕	zmuo
袗	znuo
紾	zjuo
紾	tjuo
聄	zvuo
萙	zcei
裖	cneu
裖	zneu
覙	ljua
瘬	zba
厇	zcue
嫬	snoe
嫬	znoe
肈	zvoa
埑	ztei
粍	lmue
粍	hmue
粍	mmue
袩	cnie
啠	zkuu
悊	zxei
悊	qxei
晢	zqei
晣	zqei
輙	zcei
銸	njei
辙	ccoe
樀	dmoe
詟	zloe
喆	ztia
棏	zmia
歽	zduu
矺	tsue
矺	dsue
砓	zsua
籷	zmue
虴	zcue
褶	xnao
讁	zyoe
襵	znei
嚞	ztia
謺	zyei
鮿	zvei
蟅	zcoe
樜	zmoe
淛	zdue
嗻	zkoe
浈	cdie
珎	zwua
帪	zjeu
栕	ymei
禃	znei
聀	zvea
聁	zvuo
釞	zjuo
蘵	zcei
鼅	zmue
禵	znia
坧	zteu
姪	znea
値	zrei
秓	zhei
秖	zhua
胑	zvia
馶	zmei
鳷	znei
謢	zyui
謢	hyui
鴲	znua
戠	syau
戠	zyau
戠	cyau
椥	zmue
臸	jtei
臸	ztei
搘	zfei
禔	tnia
禔	znia
綕	zjei
榰	zmei
衹	qnua
衹	znua
衼	znei
倁	zrue
疷	zbua
祬	znea
秪	zhua
秪	dhua
祗	dnua
徔	zcei
鴊	znei
巵	zpue
汥	zdei
汥	jdei
枝	qmei
証	zyei
眹	zmou
鋴	zjei
鎭	zjua
怔	llei
佂	zrei
姃	znei
黮	thei
凧	zjia
塦	ztai
揕	zfei
絼	zjuo
蜄	zceu
敶	cvei
敶	zvei
誫	zyeu
栚	zmou
纼	yjae
纼	zjae
侲	zreu
挋	zfei
埩	ztua
崝	zsee
崝	csee
烝	zlai
眐	zmei
炡	zhei
徰	zcei
媜	znie
揁	kfie
聇	zvei
徴	zcia
掟	dfoo
塣	ctoo
塣	ztoo
晸	zqei
愸	zxei
撜	zfao
踭	zzua
篜	zpai
鬇	zbua
癥	zbuu
氶	zzia
抍	zfue
糽	zjei
骣	zmae
傽	zroe
弡	jgea
慞	zloe
粻	cmei
蔁	zcoe
遧	zloe
暲	zqoe
戦	zgoo
嶘	zsei
輚	zcea
虥	zhua
虦	zgea
覱	zjei
轏	zcae
菚	zcea
偡	zrei
桟	zmee
佔	zrie
飐	zfie
嶃	zsei
榐	zmae
辗	ncae
皽	zpoe
黵	dhua
黵	zhua
嫸	znou
醆	zyea
橏	zmou
蹍	zzae
蹍	nzae
氊	zmoe
讝	zyia
拃	zfue
饘	zsoe
鳣	svoe
鳣	zvoe
驙	zmoe
魙	zgoo
魙	cgoo
罀	zfuo
肁	zhae
旐	zfue
箌	zpea
箌	dpea
曌	zgia
燳	zhia
鮡	tvuo
鮡	zvuo
櫂	zmao
瞾	zmia
羄	zzaa
鉊	zjau
駋	zmau
窼	kxaa
鍣	zjei
爫	zzuu
炤	zhau
盄	zmae
妱	znau
巶	zjau
瑵	zwao
枛	jmuu
垗	ztuo
狣	zquo
痮	zbei
墇	ztoe
瞕	zmoe
佋	srau
扙	zfeu
粀	zmeu
鏱	zjoe
騿	zmoe
鱆	zvoe
麞	zloe
琖	zwea
餦	zsei
涱	zdei
幥	zjio
礃	zsio
鞝	zgio
鞝	sgio
鐣	zjio
醡	zyoo
夈	zwou
粂	zmua
捚	zfia
斎	zsoe
斏	lwoa
榸	zmei
痄	cbue
宱	zgui
搾	zfoo
搩	zfua
鲊	zvue
鲝	zyua
踷	zzei
灹	zhue
奓	sdua
奓	zdua
鉙	zjia
蛅	zcie
蛅	rcie
飦	jsee
飦	zsee
惉	cxoo
詀	zyie
趈	zzie
薝	zcua
邅	zloe
霑	zvoo
鹯	znoe
旜	zfue
噡	zkua
嶦	zsua
閚	zmoe
栴	zmue
甴	ykei
溠	zdou
皶	zpei
箚	zpuo
樝	zmie
觰	zjei
觰	djei
皻	zpie
皼	gpei
譇	syeu
譇	zyeu
蚻	zcei
煠	zhei
煠	yhei
牐	zpue
霅	zvoe
譗	zyue
厏	zcue
苲	zcue
偧	zreu
迊	ylei
抯	zfia
挓	zfoo
柤	zmia
譄	zyou
鱛	zvou
増	ztou
鄫	cvou
橧	zmou
熷	zhou
璔	zwou
矰	zsou
磳	zsou
魊	ygei
葾	ycua
棩	ymui
蒬	ycoa
蜎	ycia
鹓	ynoo
寃	ygua
渁	ydia
渆	ydou
渕	ydou
惌	yxoo
贠	ysia
邧	yvee
杬	ymee
蜵	ycui
駌	ymua
鋺	wjoo
鋺	yjoo
嬽	ynia
灁	ydia
鼘	ytia
鼝	ydui
燏	yhao
櫲	ymao
饇	ysei
蘛	ycei
籞	ypuu
鱊	yvao
轝	ycui
鐭	vjui
霱	yvao
欎	ymuo
驈	ymao
剈	ylia
爩	yhei
囦	ykia
弲	ygia
悁	ylia
悁	jlia
鸒	ynui
欝	ymuo
軉	ysoo
鬰	ymuo
錥	yjoe
灪	ydei
稢	yhei
罭	yzei
蒮	ycoa
愈	wxuo
滪	ydao
嶎	ysae
戫	ygeu
喅	ykia
喩	ykuo
逳	yloe
淢	ydei
淯	ydoe
袬	ywao
媀	ynia
庽	ygia
棛	ymoe
棜	ymoe
棫	ymei
焴	yhoe
琙	ywei
矞	yzoa
癒	ybuo
礜	ysui
穥	yhui
篽	ypuu
繘	yjao
醧	vyei
醧	yyei
鴥	ynoo
鴧	rnoo
鴪	yxui
儥	drei
儥	yrei
儥	mre
礇	ysui
輍	ycuo
銉	yjae
隩	yvui
隩	vvui
噊	ykao
慾	yxuo
稶	yhei
蓹	ycuu
薁	ycui
瘉	ybuo
緎	yjei
蜟	ycoe
遹	ylao
鋊	yjuo
鳿	ywui
籆	ypei
蘥	ycuo
黦	yhoo
爚	yhuo
禴	ynuo
篗	ypui
閲	ymou
嬳	ynei
鈅	yjua
籥	ypuo
鸑	ynua
籰	ypia
龥	yyuo
鸙	ynuo
蒀	ycia
煴	yhia
蒕	ycia
熅	yhia
奫	ydoo
蝹	ycia
赟	yboe
頵	yyae
頵	jyae
馧	whia
汋	zdua
岄	ysua
抈	yfua
礿	ynua
月	rpae
禐	ynuo
曱	yqii
箹	ypaa
矱	hsei
矱	ysei
彟	yxei
捳	yfui
跀	yzua
蚎	ycia
蚏	ycua
軏	yceu
軏	wceu
戉	ygea
枂	ymua
徹	ccoe
硨	csei
鐺	cjio
鐺	djio
鐺	tjio
蟶	ccei
檉	cmei
赬	ccie
撐	cfio
磣	csao
稱	chuo
齔	ccua
櫬	cmoe
襯	cnoe
讖	cyuo
鱨	cvio
償	crio
嚐	ckio
腸	cvia
嘗	cxoa
萇	ccei
倀	crei
鯧	cvia
長	chie
長	zhie
錩	cjia
閶	cmia
顫	zyoe
顫	cyoe
懺	cluo
蕆	cceu
諂	cyua
鏟	cjoe
闡	cmia
囅	ckia
鈔	cjiu
鼂	zqei
鼂	cqei
車	chia
車	jhia
悵	clei
瑒	ywia
瑒	cwia
暢	cqii
廠	cgio
場	ctia
鶬	cnuo
鶬	qnuo
蒼	ccuo
滄	cduo
倉	croa
傖	cruo
艙	czuo
蠶	ccea
殘	cdea
慚	clei
驂	cmao
燦	chie
慘	clao
黲	chao
層	csou
廁	cgia
惻	clia
測	cdia
側	cria
側	zria
冊	ckii
艸	ccai
鍤	cjue
餷	csei
餷	zsei
鑔	cjoo
詫	cyoo
釵	cjao
儕	croe
蠆	ccei
摻	cfao
摻	sfao
覘	zjie
覘	cjie
纏	cjoe
蟬	ccia
剗	clea
讒	cyua
饞	csua
產	cwuo
滻	cdoe
嬋	cnia
攙	cfua
禪	cnia
禪	snia
嶴	vsui
驁	vmee
奧	vdui
媼	vnia
襖	vnui
鼇	vmee
唄	bkia
敗	bbue
擺	bfia
壩	bteo
罷	bzao
罷	pzao
鮁	bveu
鈀	bjai
鈀	pjai
垵	vtoo
鵪	vneu
諳	vyoe
靉	vvee
曖	vquo
璦	vwuo
銨	vjoo
礙	ysua
礙	vsua
嬡	vnuo
愛	vzoa
藹	vcoe
靄	vvoe
噯	vkuo
皚	vbia
錒	vjai
鎄	vjoe
備	brei
貝	bsae
狽	bqia
鮑	bvua
報	btou
鵯	bnui
輩	bcie
鋇	bjia
憊	bxui
賁	bbei
繃	bjia
鰏	bvei
齙	bcua
齙	pcua
寶	bgee
飽	bsua
鴇	bnua
謗	byoe
鎊	bjoe
剝	blaa
辦	bxau
綁	bjee
幫	bjei
絆	bjou
鈑	bjuu
頒	byuo
並	bbei
餅	bsou
缽	bfei
撥	bfao
餑	bsei
癟	bbui
彆	bgou
賓	bgei
濱	bdoo
儐	broo
瀕	bdie
瀕	pdie
殯	bdoo
臏	bvoo
繽	bjoo
擯	bfoo
檳	bmoo
髕	bgoo
鬢	bboo
鈈	bjeu
補	bnei
參	ssao
參	csao
財	cbei
鈸	bjeu
鉑	bjui
鎛	bjei
餺	bsei
鵓	bnei
駁	bmuo
鮊	bvui
襏	bnao
鈽	bjeu
贔	bbia
蹕	bzia
斃	bdui
篳	bpia
潷	bdue
幣	bjou
鉍	bjoa
嗶	bkia
詖	byau
蓽	bcia
閉	bmei
畢	bqei
鏰	bjia
筆	bpae
鯿	bvoa
籩	bpui
邊	blui
貶	bbuo
編	bjoa
緶	pjui
緶	bjui
鏢	bjei
颮	bfua
辮	bxaa
辯	bxoe
變	bwoe
別	blia
驃	bmei
驃	pmei
鑣	bjoe
驫	bmei
鰾	bvei
鱉	bvou
標	bmei
飆	bfeu
賜	cbia
賜	sbia
蓯	ccuu
蔥	ccui
從	zcuo
從	ccuo
囪	cpia
驄	cmui
叢	cyii
樅	cmuu
樅	zmuu
聰	cvui
竄	cxui
攛	cfoo
躥	czoo
鑹	cjoo
湊	cdee
輳	ccee
縗	cjoe
縗	sjoe
鹺	clou
銼	cjuo
錯	cjei
噠	dkei
墶	dtei
躂	tzei
躂	dzei
達	dlei
達	tlei
韃	dgei
薘	dcei
軑	dceu
靆	dvee
貸	dbui
帶	djeu
紿	djao
單	skia
單	dkia
單	ckia
彈	tgia
彈	dgia
憚	dlia
誕	dyui
擔	dfua
殫	ddia
癉	dbia
鄲	dvia
簞	dpia
撣	sfia
撣	dfia
膽	dvua
璫	dwio
襠	dnio
簹	dpio
當	dtio
黨	dhio
擋	dfio
讜	dyio
氹	dsai
碭	dsia
壋	dtio
檔	dmio
蕩	dcoo
導	dcou
搗	dfui
魛	dvau
燾	dlei
燾	tlei
島	dsui
禱	dnei
盜	dmoo
鄧	dvao
鐙	djao
燈	dha
滌	ddui
鏑	djoe
詆	dyua
糴	drou
覿	djei
敵	dwoe
癲	dbei
巔	dsei
顛	dyei
諦	dyoe
締	djoe
遞	dluu
澱	ddae
鯛	dvua
鈿	djia
鈿	tjia
電	dvia
墊	dtei
點	dhie
調	dyua
調	tyua
蓧	dcui
蓧	tcui
銱	djia
諜	dyei
鰈	dvei
釣	djua
絰	djea
鍍	djoe
緞	djui
噸	dkea
對	dcii
鐓	djoe
懟	dxii
兌	dbia
隊	dvou
籪	dpaa
鍛	djui
斷	djaa
闍	dmei
闍	smei
餖	dsei
鬥	dhei
瀆	ddei
櫝	dmei
獨	dqia
竇	dxei
牘	dpei
犢	dnei
讀	dyei
黷	dhei
賭	dbei
篤	dpei
鈄	djoo
鈄	tjoo
動	dlue
崠	dsei
腖	dvei
棟	dmei
凍	ddei
鶇	dnei
東	dhia
錠	djoo
訂	dyei
飣	dsei
丟	dwao
銩	djue
頂	dyei
釘	djei
疊	dtia
紡	fjoe
訪	fyoe
飛	fzuo
緋	fjie
鯡	fvie
誹	fyie
費	fbae
墳	ftei
豶	fsei
紛	fjuo
廢	fgao
釩	fjua
煩	fheu
琺	fwo
罰	fzoe
閥	fmui
礬	fsei
範	fpei
販	fbuu
飯	fsuu
魴	fvoe
鈁	fjoe
訛	vyui
鋨	vjue
額	vyoo
鵝	vnue
惡	wxei
惡	vxei
嚲	dwia
綞	cjue
綞	djue
飿	dsai
墮	dtai
墮	htai
奪	ddui
鐸	djia
躉	dzei
燉	dhoe
頓	dyea
鈍	djea
鶚	vnia
鍔	vjia
顎	vyia
諤	vyia
閼	ymoe
閼	vmoe
餓	vsue
堊	vtei
軛	vceu
兒	vjua
兒	njua
齶	vcia
鱷	vvei
發	fdae
貳	vbee
邇	vleu
爾	vhuo
鉺	vjei
餌	vsei
鮞	vveu
鴯	vneu
鎬	gjoe
鎬	hjoe
誥	gyue
鋯	gjue
縞	gjoe
擱	gfia
鴿	gnuo
紇	gjue
紇	hjue
剛	glia
岡	gkou
贛	glia
幹	gsia
紺	gjei
趕	gzi
綱	gjia
崗	gsia
鋼	gjia
戇	zxoe
戇	gxoe
婦	fnae
鮒	fvui
賻	fbei
鰒	fvue
賦	fbee
駙	fmui
縛	fjei
該	gyoe
釓	gjaa
稈	ghia
鱤	gveu
尷	gyei
賅	gboe
蓋	hcei
蓋	gcei
鈣	gjei
襆	pnii
襆	fnii
輻	fcei
複	fnue
韍	fweu
訃	fyio
負	fdia
輔	fcei
撫	ffue
鳧	fnua
紱	fjeu
紼	fjae
麩	fmee
膚	fhia
賵	fbia
鳳	fjeu
縫	fjua
諷	fyua
豐	fdee
鋒	fjua
瘋	fbua
碸	fsua
楓	fmua
馮	pdei
馮	fdei
灃	fdee
渢	fdua
風	fpau
鱝	fvei
僨	frei
憤	flei
奮	fdui
糞	fmia
蝿	ycia
硯	ysia
贗	ybeu
釅	yyia
讞	yyie
諺	yyoe
饜	yseu
驗	ymuo
豔	ymee
灩	ydee
兗	ywuo
簷	ypua
厴	ycia
覎	yjai
彥	ywuo
黶	yheu
儼	yria
鼴	ysei
魘	ygeu
嶢	ysei
窯	yxou
瑤	ywua
遙	ylua
銚	yjuo
銚	djuo
鰩	yvuo
謠	yyua
樣	ymou
軺	ycau
搖	yfua
堯	ytei
養	ybee
癢	ybou
鍈	yjei
鴦	ynia
颺	yfia
鍚	yjia
瘍	ybia
揚	yfia
陽	yvia
暘	yqia
楊	ymia
煬	yhia
鹽	ymei
嚴	ykia
顏	yyoe
閆	ymee
閻	ymua
煙	yhei
醃	vyeu
醃	yyeu
閹	ymeu
訁	ydee
啞	vkei
啞	ykei
瘂	ybei
氬	yqei
亞	yhie
埡	wtei
埡	ytei
婭	ynei
掗	yfei
訝	yyea
鴨	ynia
壓	yteu
椏	ymei
鴉	ynea
遜	xlai
訊	xyae
訓	xyui
鱘	xvae
尋	xxei
詢	xyua
馴	xmui
潯	xdae
謔	xyie
謔	nyie
塤	xtia
勳	xlue
學	xzui
嶨	xsui
澩	xsui
鱈	xveo
嘯	xkae
曉	xqei
瀟	xdei
簫	xpae
蠍	xcia
挾	xfeu
挾	jfeu
脅	xvau
協	xsau
擷	jfei
擷	xfei
寫	xgui
攜	xfia
纈	xjei
諧	xyea
絏	xjia
陘	xvea
鈃	xjee
鈃	jjee
鉶	xjee
騂	xmoe
興	xbui
釁	xdui
鐔	cjei
鐔	xjei
鐔	tjei
鋅	xjoe
屭	xsia
瀉	xdoo
褻	xwei
謝	xyui
鏽	xjae
繡	xjae
鵂	xnui
饈	xsou
訩	xyuo
詗	xyia
洶	xdua
噓	xkie
噓	skie
許	hyue
許	xyue
詡	xyao
諝	xyai
頊	xweu
虛	xhii
須	xpeu
續	xjei
軒	xcee
諼	xyuo
緒	xjei
漵	xduo
敘	xwuo
絢	xjua
癬	xbua
鏇	xjoe
鉉	xjoe
選	xlae
璿	xwie
懸	xxia
璽	xweu
襲	xloe
鰼	xvao
犧	xnou
覡	xjei
習	xvui
細	xjia
郤	xvuo
係	xrua
係	jrua
銑	xjue
戲	xgie
戲	hgie
餼	xsue
鬩	xdui
轄	xcoo
狹	xqeu
硤	xseu
峽	xseu
蝦	hcae
蝦	xcae
俠	xreu
綌	xjuo
煆	yhae
煆	dhae
煆	xhae
鮮	xvou
躚	xzei
纖	xjuo
薟	lcuo
薟	xcuo
鍁	xjuu
銛	xjue
廈	xgeu
廈	sgeu
嚇	xkei
嚇	hkei
秈	xhia
癇	xbia
撏	xfae
嫻	xnia
銜	xcuo
閑	xmei
鷳	xnia
鹹	xleu
賢	xbei
險	xvuo
嶮	xsuo
嶮	ysuo
獫	xquo
獮	xqeu
蜆	xcia
峴	xsia
莧	xcia
現	xwia
顯	xyia
蘚	xcua
獻	xqie
縣	xxia
憲	xgee
羨	xyoo
線	xjui
鄉	xvaa
餡	xsua
銷	xjio
蕭	xcae
蠨	xcei
驍	xmei
囂	vkia
囂	xkia
鴞	xnia
綃	xjio
嘵	xkei
梟	xmui
鯗	xvou
響	xyaa
饗	xsaa
餉	xsui
項	xgeu
詳	xyou
鑲	xjoe
驤	xmoe
廂	xgei
緗	xjei
薌	xcaa
鮪	wveu
煒	whai
瑋	wwai
韙	wwia
諉	wyue
緯	wjai
偉	wrai
偽	wrou
葦	wcai
闈	wmai
潿	wdia
違	wlai
溈	gdou
溈	wdou
濰	wdaa
維	wjui
為	wlou
韋	wzie
圍	wkai
幃	wjai
鰃	wvia
閿	wmuo
穩	whuo
聞	wmei
問	wmia
鶲	wnuo
甕	wwoe
萵	wcia
窩	wxia
渦	gdia
渦	wdia
溫	wdia
鰮	wvia
轀	wcia
紋	wjoe
謂	wyia
蝟	wcia
衛	wcai
磑	wsia
鄔	wvui
嗚	wkui
鎢	wjui
誣	wyei
吳	wkae
烏	wpi
撾	wfia
撾	zfia
蝸	wcia
蝸	gcia
臥	wrei
臒	hvei
汙	wdee
齷	wcae
鵐	wnei
蕪	wcue
無	mlue
無	wlue
嫵	wnue
廡	wgue
憮	wlue
塢	wtui
鵡	wnee
騖	wmao
鶩	wnao
鶩	mnao
誤	wyia
霧	wvao
務	wlao
餏	xsoe
誒	vyao
誒	xyao
錫	xjia
書	sxei
紓	sjao
壽	stae
綬	sjuo
獸	sqia
攄	lfie
攄	sfie
輸	scuo
贖	sbei
樞	smei
豎	sdei
樹	smei
帥	sjui
術	scei
數	swia
鷥	snaa
螄	scui
鍶	sjia
颸	sfia
噝	skaa
廝	sgei
緦	sjia
絲	sjaa
爍	shui
鑠	sjui
碩	sseu
稅	shuo
誰	syui
雙	syui
驦	smeo
鸘	sneo
閂	smee
順	syui
說	yyuo
說	syuo
猻	sqai
蓀	scai
孫	szua
筍	spua
損	sfia
誶	syoe
歲	sneu
驌	smae
謖	syia
肅	sxiu
鷫	snae
綏	sjuo
隨	sveu
雖	szia
訟	syuo
頌	syuo
誦	syao
慫	sxuu
聳	svuu
鬆	sbei
飼	ssae
駟	smia
蘇	scua
穌	wvue
穌	svue
訴	syuu
擻	sfia
藪	scia
鎪	sjui
餿	ssui
颼	sfui
適	sloe
諡	syuo
釋	spou
貰	sbei
勢	slei
飾	ssue
試	syee
軾	scee
鈰	sjoe
視	snia
鰣	svia
蝕	ssia
實	sgaa
識	zyoe
識	syoe
駛	smia
屍	sseu
師	sjui
聖	swei
溮	sdui
獅	squi
詩	syei
濕	sdia
鳲	ssui
塒	stia
蒔	scia
時	sqei
釃	lyei
釃	syei
鯴	svau
勝	svou
聲	svei
澠	mdia
澠	sdia
繩	sjia
腎	svei
瘮	sbao
滲	sdao
陝	sveu
閃	smuo
訕	syia
刪	slia
姍	snia
姍	xnia
釤	sjuu
騸	smoa
傷	srue
觴	sjue
殤	sdue
繕	sjou
鱔	svou
贍	sbua
賞	sbio
緔	sjio
燒	shei
鯵	svao
詵	syue
紳	sjia
嬸	snoo
瀋	sdoo
審	sguo
諗	syuo
設	syua
厙	scei
懾	slei
懾	zlei
攝	sfei
灄	sdei
賒	sbuo
紹	sjau
圖	tkia
塗	ttoo
慟	tlue
禿	thua
頭	tdeu
統	tjoe
頹	tyue
摶	tfei
釷	tjei
團	tkei
鮦	tvia
銅	tjia
鋌	tjue
鋌	djue
頲	tyue
鐵	tjei
糶	tzai
貼	tbie
烴	jhea
烴	thea
聽	tvee
廳	tgei
馱	tmeu
馱	dmeu
鴕	tnoo
鼉	tmia
駝	tmoo
窪	wxoo
媧	wnia
蘀	tcei
籜	tpei
橢	tmai
扡	yfai
扡	qfai
飥	tsue
脫	tvuo
蛻	scuo
蛻	tcuo
魨	tvea
飩	tsea
頑	wyee
紈	wjua
彎	wgoe
壪	wtoe
灣	wdoe
膃	wvia
襪	wnei
輞	wcia
網	wjia
綰	wjoo
萬	wcia
萬	mcia
鯷	svia
鯷	tvia
鵜	tnou
題	tyia
緹	tjia
綈	tjou
謄	tvou
騰	tvou
銻	tjou
絛	triu
濤	tdei
韜	twuo
檮	tmei
綯	tjua
鞀	tgau
討	tyei
鋱	tjeo
闐	tmei
體	tgia
屜	xsuu
屜	tsuu
靦	tjeu
